"STAID","N","N_qSC","DATE.B","DATE.E","Model","ALPHA","ECK.OHS.BETA","ECK.CaF.BETA","CS","CBmn","CBamp","sday","CBamp2","RMSE","NS","ACCEPT","Streamflow","BF_Fraction.ECK.CaF","BF_Fraction.ECK.OHS","Days.ECK.CaF","Days.ECK.OHS"
"'11482500'",24181,282,"9/1/1911","11/14/2017","'sin_cos'",0.9759,0.0796,0.4183,96.5206,173.5044,10,"10/12/1960",10,529.1855,0.3835,"Y",988.7324,0.3748,0.0795,0.1293,0.0012
"'11489500'",9864,36,"10/1/1952","10/3/1979","'SCfit'",0.987,0.7929,0.6525,42.1255,NA,NA,NA,NA,24.7016,0.7215,"Y",35.183,0.5946,0.7197,0.0744,0.1149
"'11522500'",34376,45,"10/1/1911","11/12/2017","'sin_cos'",0.9791,0.9143,0.6289,73.1767,114.8974,18.7955,"10/14/1960",30.8662,89.2853,0.7134,"Y",1798.7223,0.5853,0.8324,0.1113,0.298
"'11532500'",31506,501,"10/1/1931","1/2/2018","'SCfit'",0.9767,0.2708,0.4831,88.4972,NA,NA,NA,NA,245.9692,0.8351,"Y",3751.9484,0.4253,0.2668,0.0981,0.0111
"'12013500'",23004,183,"8/26/1947","10/18/2017","'sin_cos'",0.9825,0.2543,0.3878,59.7217,85.546,14.2297,"10/13/1965",12.2324,148.8765,0.3068,"Y",646.1473,0.3396,0.2432,0.1084,0.0525
"'12025000'",28080,133,"3/1/1929","10/16/2017","'sin_cos'",0.9755,0.9545,0.5342,40.5279,83.6339,23.0343,"7/19/1960",10,151.0148,0.6265,"Y",510.4064,0.4772,0.8544,0.0983,0.4652
"'12032500'",10577,66,"7/1/1942","10/12/1972","'SCfit'",0.9795,0.3612,0.5711,53.6439,NA,NA,NA,NA,65.9968,0.6527,"Y",266.2511,0.5125,0.3549,0.092,0.0204
"'12035000'",32392,191,"4/1/1929","12/6/2017","'SCfit'",0.9801,0.6721,0.5623,51.7905,NA,NA,NA,NA,102.2249,0.5958,"Y",2056.0563,0.5035,0.5764,0.093,0.1482
"'12039000'",14246,46,"5/1/1933","9/29/1979","'SCfit'",0.988,0.6515,0.414,47.3554,NA,NA,NA,NA,31.8442,0.7003,"Y",1334.8049,0.3624,0.4983,0.0896,0.1956
"'12039300'",8003,192,"11/1/1964","9/29/1986","'SCfit'",0.9888,0.8891,0.4474,51.6464,NA,NA,NA,NA,155.9506,0.533,"Y",866.8157,0.3983,0.6977,0.0853,0.3672
"'12040500'",23011,176,"10/1/1930","1/30/2018","'SCfit'",0.9887,0.9923,0.397,12.9814,NA,NA,NA,NA,100.262,0.4607,"Y",4412.8005,0.3465,0.9166,0.0734,0.6011
"'12041200'",20738,54,"10/1/1960","7/12/2017","'SCfit'",0.9868,0.6217,0.5572,59.9864,NA,NA,NA,NA,61.7427,0.3648,"Y",2569.7574,0.4945,0.5348,0.0789,0.1111
"'12041500'",17152,15,"10/1/1917","9/29/1980","'sin_cos'",0.975,0.9832,0.6294,33.0342,76.2665,15.2761,"7/19/1960",10,17.2125,0.9119,"Y",625.0996,0.5714,0.9287,0.1103,0.509
"'12048000'",32049,32,"6/1/1923","10/29/2017","'sin_cos'",0.986,0.5279,0.6964,90.7876,147.9267,23.8247,"10/21/1959",10,68.974,0.6929,"Y",385.759,0.6513,0.5155,0.1043,0.0328
"'12054000'",29019,23,"7/1/1938","12/11/2017","'SCfit'",0.9906,0.6788,0.4411,46.7644,NA,NA,NA,NA,53.926,0.4966,"Y",420.3134,0.3941,0.5487,0.0926,0.1986
"'12056500'",33744,198,"8/1/1924","12/19/2016","'SCfit'",0.9911,0.934,0.3835,54.6208,NA,NA,NA,NA,138.145,0.5994,"Y",516.7134,0.3422,0.7517,0.0911,0.4437
"'12068500'",8615,18,"7/1/1947","10/1/1974","'sin_cos'",0.9767,0.6448,0.614,25.2265,84,10,"10/26/1971",10,31.6584,0.854,"Y",69.2053,0.5485,0.5693,0.0784,0.0903
"'12157250'",7286,8,"10/1/1974","10/25/2017","'sin_cos'",0.9755,0.5224,0.6664,76.9779,99.2781,17.5553,"11/6/1974",39.8754,22.7799,0.6568,"Y",6.4427,0.6189,0.5029,0.0979,0.0413
"'12161000'",19093,58,"8/1/1928","12/27/1980","'SCfit'",0.9856,0.6458,0.4047,29.1683,NA,NA,NA,NA,44.988,0.6673,"Y",1069.8238,0.3507,0.4929,0.0864,0.1962
"'12167000'",32627,4,"8/1/1928","11/28/2017","'SCfit'",0.9812,0.3569,0.5427,39.8317,NA,NA,NA,NA,5.4064,0.943,"Y",1906.0263,0.485,0.3474,0.1022,0.0237
"'12201500'",18087,102,"8/1/1943","2/1/2018","'SCfit'",0.9759,0.3371,0.655,63.6948,NA,NA,NA,NA,85.0763,0.8154,"Y",247.4004,0.5997,0.3352,0.1115,0.0053
"'12303100'",11723,84,"9/1/1960","10/5/1992","'SCfit'",0.9715,0.3827,0.6889,30.0862,NA,NA,NA,NA,77.0788,0.8344,"Y",25.9982,0.644,0.3756,0.0775,0.0212
"'12305500'",17445,22,"6/1/1928","10/5/1977","'sin_cos'",0.9791,0.3014,0.3429,13.1135,47.4872,27.895,"10/31/1973",10,62.3768,0.5717,"Y",118.8475,0.2976,0.2638,0.0764,0.0701
"'12354000'",13763,44,"9/1/1910","11/28/2017","'sin_cos'",0.9901,0.5363,0.3467,67.8486,81.8851,22.192,"6/19/2002",10,105.1771,0.4117,"Y",577.689,0.2854,0.4233,0.0913,0.1293
"'12358500'",28539,229,"10/1/1939","11/18/2017","'SCfit'",0.9885,0.6987,0.3935,136.4587,NA,NA,NA,NA,318.5236,0.4242,"Y",2882.639,0.3381,0.588,0.0894,0.1568
"'12359800'",12615,92,"10/1/1964","10/30/2016","'SCfit'",0.9849,0.4747,0.3765,133.3349,NA,NA,NA,NA,120.2426,0.8664,"Y",2531.0173,0.3215,0.3975,0.1187,0.1394
"'12369200'",7305,82,"10/1/1972","9/30/1992","'SCfit'",0.9878,0.2084,0.5013,44.7894,NA,NA,NA,NA,66.3631,0.3608,"Y",159.4781,0.4439,0.2053,0.0927,0.0075
"'12374250'",12868,219,"8/1/1982","11/28/2017","'SCfit'",0.9789,0.6117,0.6647,27.0769,NA,NA,NA,NA,141.6322,0.4412,"Y",9.3433,0.6202,0.574,0.0696,0.0595
"'12375900'",12844,231,"9/29/1982","11/27/2017","'SCfit'",0.9837,0.2469,0.6611,86.4442,NA,NA,NA,NA,159.8714,0.6132,"Y",20.5645,0.6114,0.2466,0.0653,4e-04
"'12381400'",12803,227,"9/28/1982","10/16/2017","'SCfit'",0.9765,0.974,0.7926,120.8623,NA,NA,NA,NA,429.2891,0.4693,"Y",60.3937,0.7651,0.9578,0.0915,0.3012
"'12383500'",11510,212,"8/1/1910","9/29/2010","'SCfit'",0.9899,0.9673,0.8327,154.0922,NA,NA,NA,NA,180.7904,0.5794,"Y",11.1987,0.8074,0.9443,0.0492,0.1739
"'12387450'",6418,153,"10/1/1982","10/30/2010","'SCfit'",0.9848,0.7621,0.8388,73.4573,NA,NA,NA,NA,311.1399,0.6399,"Y",15.8411,0.8069,0.7367,0.072,0.0494
"'12390700'",22466,190,"4/1/1956","10/3/2017","'SCfit'",0.9883,0.2463,0.5306,52.0043,NA,NA,NA,NA,262.7799,0.3961,"Y",235.8822,0.4669,0.2437,0.0981,0.0111
"'12392300'",9974,68,"9/1/1958","10/23/2017","'SCfit'",0.9793,0.1994,0.4322,23.3533,NA,NA,NA,NA,54.3304,0.7507,"Y",321.4589,0.3844,0.1858,0.0927,0.0524
"'12411000'",24505,169,"10/1/1950","11/13/2017","'SCfit'",0.9828,0.4693,0.4567,39.1998,NA,NA,NA,NA,110.9726,0.5704,"Y",698.2199,0.4055,0.4155,0.0972,0.1001
"'12413000'",29108,354,"3/3/1911","11/12/2017","'SCfit'",0.984,0.1822,0.4643,37.6381,NA,NA,NA,NA,280.253,0.7251,"Y",1888.0005,0.4168,0.1805,0.1028,0.0123
"'12413360'",5069,4724,"12/1/1999","10/16/2013","'SCfit'",0.9886,0.9919,0.2331,10.3004,NA,NA,NA,NA,105.9844,0.8805,"Y",8.9219,0.1893,0.9396,0.0706,0.5204
"'12413875'",7321,59,"10/16/1997","10/31/2017","'SCfit'",0.9752,0.6094,0.7046,29.0747,NA,NA,NA,NA,22.8132,0.8752,"Y",331.4498,0.6712,0.5805,0.096,0.075
"'12414500'",36071,203,"5/1/1911","12/3/2017","'SCfit'",0.9831,0.5839,0.522,41.1158,NA,NA,NA,NA,77.9546,0.7155,"Y",2324.6383,0.4742,0.5282,0.1,0.1125
"'12416000'",13988,227,"4/1/1948","5/14/1997","'SCfit'",0.9757,0.461,0.6186,50.2705,NA,NA,NA,NA,113.6279,0.7282,"Y",29.1715,0.5628,0.4389,0.0728,0.0305
"'12447390'",17921,168,"6/1/1968","6/24/2017","'SCfit'",0.9765,0.4596,0.5168,28.6369,NA,NA,NA,NA,116.0813,0.6076,"Y",33.333,0.4716,0.4221,0.0769,0.0681
"'12488500'",29316,30,"4/25/1909","11/8/2017","'SCfit'",0.9875,0.4617,0.4781,46.5634,NA,NA,NA,NA,35.3278,0.6223,"Y",237.5887,0.4209,0.4074,0.0985,0.0956
"'13010065'",12338,218,"10/1/1983","11/7/2017","'SCfit'",0.9896,0.4841,0.5077,127.983,NA,NA,NA,NA,533.3767,0.7813,"Y",869.5422,0.429,0.4124,0.0836,0.0793
"'13011500'",25878,143,"7/20/1917","11/7/2017","'SCfit'",0.9947,0.5346,0.2141,150.4437,NA,NA,NA,NA,373.3305,0.5713,"Y",265.187,0.1757,0.3183,0.0349,0.1082
"'13011900'",18702,105,"9/22/1965","11/7/2017","'SCfit'",0.9925,0.1249,0.3977,151.7804,NA,NA,NA,NA,746.3315,0.4101,"Y",539.9195,0.3428,0.1241,0.0638,0
"'13046680'",7336,81,"8/9/1984","10/1/2004","'sin_cos'",0.9885,0.7518,0.8193,60.9866,229.7286,10,"8/25/1986",10,342.2775,0.5107,"Y",111.0746,0.7763,0.7114,0.0431,0.0368
"'13046995'",8769,22,"11/16/1993","11/19/2017","'sin_cos'",0.9891,0.6398,0.8013,62.1052,220.9354,10,"3/4/1994",22.1317,82.811,0.8567,"Y",874.3913,0.758,0.6139,0.0557,0.0312
"'13077700'",11049,85,"7/1/1959","9/29/1989","'SCfit'",0.9962,0.7598,0.3004,99.5592,NA,NA,NA,NA,341.7244,0.6597,"Y",7.8469,0.253,0.4882,0.0158,0.0901
"'13092000'",12842,15,"11/28/1909","9/29/1974","'sin_cos'",0.9934,0.4007,0.3303,89.1767,215,10,"3/12/1973",10.4585,46.5048,0.9171,"Y",34.6841,0.2573,0.2989,0.0386,0.0517
"'13161500'",20403,95,"6/1/1913","10/3/2017","'SCfit'",0.992,0.8847,0.1924,116.9966,NA,NA,NA,NA,283.8969,0.6716,"Y",106.4766,0.143,0.7489,0.0581,0.1921
"'13162225'",7008,33,"4/22/1998","10/3/2017","'SCfit'",0.9948,0.8017,0.1654,19.5818,NA,NA,NA,NA,14.4389,0.4298,"Y",35.8472,0.1199,0.5167,0.0434,0.1601
"'13250600'",7643,74,"10/27/1961","9/29/1982","'sin_cos'",0.9896,0.0924,0.2717,90.0851,221.5341,10,"2/17/1973",20.0806,341.2757,0.4269,"Y",24.8464,0.2227,0.0902,0.0336,0.0016
"'13309220'",9930,48,"4/1/1973","11/6/2017","'SCfit'",0.9856,0.6293,0.6254,55.8914,NA,NA,NA,NA,80.9722,0.6991,"Y",1490.0494,0.5671,0.5705,0.0861,0.0868
"'13310700'",16860,209,"10/1/1966","10/1/2017","'SCfit'",0.9895,0.7819,0.4146,27.9153,NA,NA,NA,NA,219.3496,0.4076,"Y",541.9679,0.3435,0.6602,0.0941,0.1652
"'13313000'",32538,256,"9/1/1928","10/1/2017","'SCfit'",0.989,0.6493,0.3561,40.5516,NA,NA,NA,NA,155.8166,0.8408,"Y",346.6735,0.2904,0.5096,0.0848,0.1318
"'13331500'",19693,234,"6/1/1912","10/2/2017","'SCfit'",0.9912,0.4689,0.2881,40.3606,NA,NA,NA,NA,136.4581,0.4912,"Y",455.0451,0.2301,0.352,0.0909,0.1242
"'13339500'",14338,102,"11/12/1911","11/13/2017","'SCfit'",0.9783,0.337,0.5434,30.0202,NA,NA,NA,NA,64.3896,0.4859,"Y",326.7569,0.5019,0.3195,0.1049,0.0649
"'13340000'",22325,137,"10/1/1930","11/16/2017","'SCfit'",0.979,0.9829,0.5478,17,NA,NA,NA,NA,886.393,0.3641,"Y",8683.5891,0.5,0.9606,0.099,0.4373
"'14137000'",38202,13,"9/1/1911","10/2/2017","'sin_cos'",0.9846,0.6954,0.6529,28.0769,63,10,"11/1/1958",10,15.7598,0.8648,"Y",1347.3201,0.596,0.6257,0.0855,0.107
"'14138870'",15345,13378,"10/1/1975","10/4/2017","'SCfit'",0.9873,0.9934,0.3512,10.5047,NA,NA,NA,NA,174.1202,0.8164,"Y",35.0561,0.307,0.9339,0.0996,0.6252
"'14138900'",19191,13901,"8/1/1965","2/14/2018","'SCfit'",0.9753,0.948,0.542,13.6052,NA,NA,NA,NA,294.2155,0.9195,"Y",74.3606,0.4743,0.8246,0.0891,0.4149
"'14139800'",15752,13343,"10/1/1974","11/15/2017","'SCfit'",0.974,0.8969,0.5158,18.281,NA,NA,NA,NA,264.3562,0.9118,"Y",113.8046,0.451,0.752,0.1008,0.3591
"'14152500'",20088,11,"10/1/1935","9/29/2014","'sin_cos'",0.9765,0.6625,0.5068,37.5447,99,15.6803,"10/25/2011",31.8546,13.6594,0.9612,"Y",198.8727,0.4514,0.5517,0.0919,0.1705
"'14158500'",26664,75,"10/1/1912","10/2/2017","'SCfit'",0.9884,0.8116,0.9113,42,NA,NA,NA,NA,20.0093,0.705,"Y",455.0653,0.892,0.799,0.1242,0.0514
"'14158790'",20822,80,"10/1/1960","10/3/2017","'sin_cos'",0.9784,0.4011,0.4186,36.0008,40.3383,10.5486,"7/15/2017",10.4112,12.1765,0.8148,"Y",89.5494,0.3734,0.3604,0.1028,0.097
"'14161500'",21948,105,"10/1/1949","10/4/2017","'SCfit'",0.9842,0.5778,0.456,29.2866,NA,NA,NA,NA,34.0895,0.6579,"Y",121.6882,0.4039,0.4824,0.0982,0.1433
"'14179000'",27166,3395,"6/1/1932","10/17/2017","'SCfit'",0.9768,0.9392,0.6974,30.5334,NA,NA,NA,NA,156.8742,0.9211,"Y",570.9657,0.6396,0.859,0.0935,0.3057
"'14180300'",6957,3660,"10/1/1998","10/17/2017","'SCfit'",0.9824,0.9912,0.3719,23,NA,NA,NA,NA,104.1751,0.9145,"Y",113.7197,0.3363,0.9444,0.1151,0.5906
"'14182500'",31434,4543,"10/1/1931","10/22/2017","'SCfit'",0.9817,0.9854,0.3794,17,NA,NA,NA,NA,172.1447,0.9222,"Y",744.6229,0.336,0.9083,0.112,0.5812
"'14245000'",11687,150,"10/1/1950","9/29/1982","'SCfit'",0.9828,0.3452,0.5065,46.2554,NA,NA,NA,NA,402.5536,0.3248,"Y",424.5787,0.4515,0.3342,0.0935,0.0363
"'14301000'",28577,181,"10/1/1939","12/27/2017","'sin_cos'",0.978,0.552,0.4516,53.6801,77.7677,12.6497,"8/30/1960",13.6229,112.2232,0.6985,"Y",2683.0114,0.3945,0.4595,0.1176,0.1601
"'14301500'",31846,1164,"12/1/1914","10/9/2017","'SCfit'",0.9732,0.9753,0.4988,42,NA,NA,NA,NA,102.4044,0.8926,"Y",1182.5903,0.4394,0.9038,0.0923,0.4982
"'14306500'",28521,45,"10/1/1939","10/31/2017","'SCfit'",0.9766,0.4084,0.5325,54.4182,NA,NA,NA,NA,27.2735,0.7572,"Y",1465.5123,0.4757,0.3876,0.1006,0.0456
"'14307620'",15727,94,"10/1/1967","10/23/2017","'SCfit'",0.9763,0.2209,0.5323,42.9789,NA,NA,NA,NA,40.1914,0.546,"Y",1976.5769,0.4747,0.2206,0.1132,4e-04
"'14316700'",22438,8,"10/1/1956","3/7/2018","'SCfit'",0.9776,0.4142,0.4361,53,NA,NA,NA,NA,4.3441,0.9873,"Y",727.9984,0.3819,0.3679,0.0972,0.0885
"'14324500'",9861,97,"10/1/1954","9/29/1981","'SCfit'",0.978,0.0997,0.29,41.8032,NA,NA,NA,NA,59.733,0.3933,"Y",249.3194,0.2492,0.0992,0.0998,0.0124
"'14325000'",36176,19,"10/1/1916","12/18/2017","'sin_cos'",0.9729,0.9467,0.4024,63.8726,95.5973,14.3407,"8/29/1960",33.5521,41.7711,0.8666,"Y",779.5696,0.3501,0.8121,0.0947,0.4409
