location;GWT [°C];LST [°C];Lon;Lat;ET [g/m²/s];snowdays;DT [K]
Vietnam;26.4;23.78;106.06;20.64;0.0253;0;2.62
Vietnam;28;23.88;106.19;20.55;0.0253;0;4.12
Vietnam;27;23.8;106.05;20.79;0.0272;0;3.2
Vietnam;27.5;23.89;106.16;20.72;0.0253;0;3.61
Vietnam;27.7;24.07;106.12;20.74;0.0253;0;3.63
Vietnam;24.5;24.58;105.7;20.74;0.0286;0;-0.08
Vietnam;23.9;23.61;106.07;21;0.0247;0;0.29
Vietnam;25.2;23.59;106.21;20.88;0.0272;0;1.61
Vietnam;25.2;23.93;106.35;21.05;0.0265;0;1.27
Vietnam;25.9;23.59;105.95;21.37;0.0247;0;2.31
Vietnam;27.1;24.08;106.02;20.76;0.0272;0;3.02
Vietnam;24;23.75;105.13;21.43;0.0244;0;0.25
Vietnam;25.8;24.82;105.35;21.28;0.0238;0;0.98
Vietnam;23.8;23.74;106.39;21.01;0.0265;0;0.06
Vietnam;20.2;23.79;106.02;20.64;0.0253;0;-3.59
Vietnam;27.1;23.61;106.45;21.28;0.0247;0;3.49
Vietnam;25.4;23.57;105.9;21.56;0.0265;0;1.83
Vietnam;24.1;23.68;105.91;21.53;0.0265;0;0.42
Vietnam;24.3;23.85;106.39;20.63;0.0261;0;0.45
Vietnam;25.2;23.94;105.18;21.32;0.0244;0;1.26
Vietnam;26.8;24.07;106.21;20.52;0.0253;0;2.73
Vietnam;26.2;23.89;106.07;21;0.0272;0;2.31
Vietnam;25.9;23.78;105.87;21.37;0.0247;0;2.12
Vietnam;25.3;23.94;105.45;21.04;0.0248;0;1.36
Vietnam;26.3;24.12;106.54;20.74;0.0263;0;2.18
Vietnam;24.9;23.82;105.83;21.41;0.0247;0.001;1.08
Vietnam;25.9;24.61;105.52;21.03;0.0248;0;1.29
Vietnam;25.4;24.24;105.3;21.02;0.0248;0;1.16
Vietnam;25;23.89;105.94;21.3;0.0247;0;1.11
Vietnam;25.1;23.83;105.9;21.41;0.0247;0;1.27
Vietnam;27.1;24.01;106.36;20.51;0.0261;0;3.09
Vietnam;28;23.97;106.24;20.67;0.0253;0;4.03
Vietnam;25.5;24.24;105.92;20.49;0.0262;0;1.26
Vietnam;26;23.71;106.09;20.75;0.0253;0;2.29
Vietnam;25.2;24.05;105.43;21.09;0.0248;0;1.15
Vietnam;24.7;23.88;106.44;20.67;0.0261;0;0.82
Vietnam;25.4;24;106.73;20.78;0.025;0;1.4
Vietnam;26.1;24.2;105.97;21.01;0.0249;0;1.9
Vietnam;24.5;24.03;106.16;21.07;0.0247;0;0.47
Vietnam;25.1;23.85;106.2;21.02;0.0247;0;1.25
Vietnam;24.6;23.71;105.84;21.34;0.0247;0;0.89
Vietnam;25.4;24.61;106.08;20.29;0.0269;0;0.79
Vietnam;24.5;24.05;105.71;21.34;0.0245;0;0.45
Vietnam;27.4;24.39;106.1;20.65;0.0253;0;3.01
Vietnam;24.6;23.76;105.87;21.47;0.0247;0;0.84
Vietnam;26.5;24;105.79;21.1;0.0249;0;2.5
Vietnam;27.8;23.89;106.08;20.57;0.0253;0;3.91
Vietnam;26.1;23.85;106.37;20.46;0.0246;0;2.25
Vietnam;25.9;24.33;105.97;20.42;0.0262;0;1.57
Vietnam;23.8;23.66;106.42;21.13;0.0265;0.002;0.14
Vietnam;26.7;24.32;105.89;20.8;0.0277;0;2.38
Vietnam;25.6;23.82;105.86;21.42;0.0247;0;1.78
Vietnam;25.5;23.88;105.92;21.33;0.0247;0;1.62
Vietnam;24.9;24.55;105.34;20.99;0.0285;0;0.35
Vietnam;24.8;23.99;106.03;21.09;0.0247;0;0.81
Vietnam;27.1;24.33;105.99;20.79;0.0277;0;2.77
Vietnam;26.4;24.27;106.06;20.67;0.0253;0;2.13
Vietnam;27.2;24.23;105.7;21.02;0.0248;0;2.97
Vietnam;25.7;24.1;105.99;20.54;0.0265;0;1.6
Vietnam;24.3;23.99;105.85;21.47;0.0247;0;0.31
Vietnam;24.9;24.07;106.04;21.11;0.0247;0;0.83
Vietnam;24.2;24.07;105.87;20.67;0.0265;0;0.13
Vietnam;25.7;24.26;106.69;20.9;0.025;0;1.44
Vietnam;24.6;23.85;105.87;21.32;0.0247;0;0.75
Vietnam;24.6;24.62;105.72;20.84;0.0266;0;-0.02
Vietnam;26.4;24.26;105.56;21.18;0.0248;0;2.14
Vietnam;26.3;24.36;105.69;21.11;0.0248;0;1.94
Vietnam;27.1;24.23;106.2;20.45;0.0269;0;2.87
Vietnam;27.2;24.19;106;21.04;0.0249;0;3.01
Vietnam;24.9;24.03;106.74;20.84;0.025;0;0.87
Vietnam;27.1;24.25;106.13;20.66;0.0253;0;2.85
Vietnam;25.3;24.07;105.79;21.27;0.0247;0;1.23
Vietnam;27;24.32;105.84;20.89;0.0277;0;2.68
Vietnam;25.8;24.06;106.36;21.3;0.0247;0;1.74
Vietnam;25.1;24.62;105.66;20.87;0.0266;0;0.48
Vietnam;24.7;24;105.88;21.26;0.0247;0;0.7
Vietnam;26.8;24.51;105.65;21.22;0.0248;0;2.29
Vietnam;25.3;23.87;105.83;21.57;0.0265;0;1.43
Vietnam;27.4;24.62;105.56;21.09;0.0248;0;2.78
Vietnam;25.9;24.29;105.73;21.15;0.0248;0;1.61
Vietnam;26.6;24.7;105.6;21.09;0.0248;0;1.9
Vietnam;25.6;24.42;105.52;20.99;0.0266;0.001;1.18
Vietnam;28.1;24.12;105.72;21.3;0.0245;0;3.98
Vietnam;24.9;24.29;106.65;20.79;0.025;0;0.61
Vietnam;27.2;24.53;105.62;21.05;0.0248;0;2.67
Vietnam;27.1;24.61;105.57;21.06;0.0248;0;2.49
Vietnam;26.7;24.58;105.64;21.06;0.0248;0;2.12
Vietnam;25.5;24.47;105.59;21.03;0.0248;0;1.03
Vietnam;27.2;24.53;105.76;21.12;0.0249;0;2.67
Vietnam;27.2;24.13;105.99;20.98;0.0277;0;3.07
Vietnam;26.3;24.63;105.48;21.29;0.0238;0;1.67
Vietnam;26.5;24.5;105.91;20.71;0.0265;0;2
Vietnam;27.6;24.32;105.87;21.21;0.0249;0.002;3.28
Vietnam;26;24.02;106.61;20.91;0.025;0;1.98
Vietnam;27;24.29;105.92;20.98;0.0277;0;2.71
Vietnam;23.9;24.11;106.41;20.98;0.0263;0;-0.21
Vietnam;25.5;23.75;106.24;20.92;0.0272;0;1.75
Vietnam;26.8;24.67;105.61;21.18;0.0248;0;2.13
Vietnam;26.4;24.65;105.47;21.16;0.0248;0;1.75
Vietnam;26.4;24.11;105.97;21.09;0.0249;0;2.29
Vietnam;26.5;24.1;106.04;20.94;0.0272;0;2.4
Vietnam;24.4;24.32;105.68;20.81;0.0266;0;0.08
Vietnam;26.8;24.83;105.65;21.12;0.0248;0;1.97
Vietnam;25.4;24.79;105.64;20.99;0.0266;0;0.61
Vietnam;26.4;24.56;105.49;21.11;0.0248;0;1.84
Vietnam;27.9;24.18;105.82;21.15;0.0249;0;3.72
Vietnam;27.3;24.47;105.76;20.9;0.0277;0.001;2.83
Vietnam;27.1;24.69;105.54;21.11;0.0248;0;2.41
Vietnam;26.4;24.19;106.07;20.93;0.0272;0;2.21
Vietnam;26.1;24.91;105.63;20.99;0.0266;0;1.19
Vietnam;27.6;24.56;105.81;20.86;0.0277;0;3.04
Vietnam;24.3;24.34;106.73;20.83;0.025;0;-0.04
Vietnam;26;24.73;105.61;20.96;0.0266;0;1.27
Vietnam;24.8;24.25;106.39;21.11;0.0265;0;0.55
Vietnam;27;24.97;105.83;21.07;0.0249;0;2.03
Vietnam;26.5;24.38;105.74;21.24;0.0248;0;2.12
Vietnam;26.4;24.62;105.73;20.94;0.0266;0;1.78
Vietnam;23.6;23.92;105.99;21.11;0.0249;0;-0.32
Vietnam;26.4;24.35;105.94;21.11;0.0249;0;2.05
Vietnam;26.6;25.26;105.61;21.15;0.0248;0;1.34
Vietnam;26.8;24.44;105.79;21.21;0.0249;0;2.36
Vietnam;27.4;24.32;105.93;21.03;0.0249;0;3.08
Vietnam;26.7;26.41;105.88;21;0.0277;0;0.29
Vietnam;26.2;25.22;105.78;21.08;0.0249;0;0.98
Vietnam;26.5;24.65;105.62;21.28;0.0245;0;1.85
Vietnam;26.8;25.09;105.81;21.05;0.0249;0;1.71
Vietnam;27.4;25;105.85;21.04;0.0249;0;2.4
Vietnam;26.8;24.82;105.76;21.04;0.0249;0;1.98
Vietnam;26.7;25.39;105.8;20.98;0.0277;0;1.31
Yemen;19;21.58;44.34;14.29;0.0068;0;-2.58
